"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"4271",11920,"1",26,"1","2","1","2","1",600,"1","1","2","1","3","1",700,"1","1","2",35,"4","1","1","5","1","5","5","5","5","1","7","7","5","5","2","6","1","1","CP","1","1","1","1","2","1","2","2","2","2","1","2","2","2","4","9","3","Agua Rica","2",0.0601135853047614,"2"
"4272",11921,"1",22,"1","2","2","3","1",1350,"2","2","2","1","3","1",1800,"1","2","2",115,"5","3","6","1","6","6","6","6","5","6","4","3","2","6","2","5","1","1","AS","4","1","3","1","1","1","2","2","2","2","2","2","2","2","5","9","3","Agua Rica","2",0.0601135853047614,"2"
"4273",11922,"1",18,"1","2","1","3","1",2850,"1","1","2","2","3","1",700,"1","1","1",150,"3","1","1","1","1","1","1","1","1","1","1","1","1","6","1","3","1","1","ES","3","1","1","1","1","1","2","2","2","2","2","1","2","2","4","9","3","Agua Rica","2",0.0601135853047614,"2"
"4274",15001,"1",18,"1","1","1","3","1",2800,"1","1","2","1","1","1",1300,"1","2","2",30,"4","1","1","6","6","6","6","6","1","3","1","6","1","6","2","3","1","1","ES","7","1","4","1","1","1","2","1","1","2","2","2","2","2","8","1","1","La Paz","33",1.66029585357411,"3"
"4275",15002,"1",19,"1","2","1","7","1",4176,"1","1","2","2","1","1",2300,"1","1","2",40,"4","1","1","1","5","1","5","5","1","1","1","1","1","5","1","4","1","1","ES","7","2","5","1","1","1","2","1","1","1","2","1","2","1","5","1","1","La Paz","33",1.66029585357411,"5"
"4276",15003,"1",38,"1","1","1","9","1",1500,"1","1","2","1","2","1",800,"1","1","2",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","7","2","4","PI","5","1","2","1","1","1","2","2","1","2","1","3","1","2","2","1","1","La Paz","33",1.66029585357411,"3"
"4277",15004,"1",27,"1","1","1","3","1",2650,"1","1","2","1","1","1",700,"1","1","3",40,"3","1","1","1","1","5","5","5","1","1","1","1","5","5","1","7","1","1","SB","7","1","3","1","1","1","1","1","1","2","1","3","1","1","8","1","1","La Paz","33",1.66029585357411,"5"
"4278",15005,"1",32,"1","2","2","9","1",3500,"1","2","2","1","3","1",4000,"1","2","3",50,"2","1","1","2","3","3","1","1","1","1","1","1","1","1","1","3","1","1","AS","3","1","2","1","1","1","2","2","1","2","1","1","2","1","4","1","1","La Paz","33",1.66029585357411,"3"
"4279",15006,"1",20,"1","2","1","3","1",2000,"1","1","2","1","1","1",1000,"1","1","1",20,"4","1","1","5","5","1","1","5","5","2","5","5","5","5","2","6","1","1","ES","7","1","2","1","1","1","2","2","1","2","1","4","2","2","5","1","1","La Paz","33",1.66029585357411,"3"
"4280",15007,"1",68,"1","1","1","5","1",1050,"1","1","1","1","1","2",1600,"8","1","3",100,"2","1","1","6","4","1","3","1","1","1","3","3","3","6","2","4","4","1","AS","4","1","3","1","1","1","1","1","2","2","1","2","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"4281",15008,"1",37,"1","2","1","1","1",1500,"1","2","2","1","3","1",3500,"1","2","1",100,"3","1","1","1","1","1","1","1","3","3","3","3","3","1","1","7","2","1","AS","7","1","5","1","1","1","1","1","1","1","1","3","1","2","4","1","1","El Alto","24",1.66029585357411,"5"
"4282",15009,"1",42,"1","1","1","7","1",2700,"1","1","2","1","1","1",4000,"1","2","3",190,"3","1","1","5","5","5","5","6","3","3","3","7","5","6","1","7","2","1","AS","7","1","5","1","1","1","1","1","1","2","2","3","2","2","5","1","1","El Alto","24",1.66029585357411,"5"
"4283",15010,"1",56,"1","1","1","8","1",2600,"1","1","2","1","2","1",1000,"1","2","3",100,"4","1","1","1","5","1","5","5","5","5","5","5","5","5","1","7","1","1","AS","7","1","3","1","1","1","1","1","1","2","1","2","1","2","3","1","1","El Alto","24",1.66029585357411,"5"
"4284",15011,"1",23,"1","2","1","8","1",3500,"2","1","1","1","3","1",2500,"1","1","3",30,"5","1","1","5","5","5","5","5","5","6","6","5","6","6","1","6","1","1","ES","6","1","2","1","1","1","1","2","1","1","1","1","2","1","4","1","1","El Alto","24",1.66029585357411,"4"
"4285",15012,"1",15,"1","2","1","3","1",1000,"1","1","2","2","1","1",1400,"1","1","3",30,"4","1","3","3","3","3","3","5","3","1","1","1","3","5","2","2","1","1","ES","3","1","3","1","1","1","1","1","1","2","2","2","2","1","5","1","1","El Alto","24",1.66029585357411,"5"
"4286",15013,"1",33,"1","2","1","2","2",1500,"1","2","2","1","3","1",1800,"1","1","3",150,"4","1","1","2","1","1","3","1","1","1","2","2","2","2","2","6","2","1","CP","7","1","4","1","1","1","1","1","1","1","1","3","2","2","5","1","1","El Alto","24",1.66029585357411,"4"
"4287",15014,"1",19,"1","1","1","5","1",3000,"1","1","1","1","2","1",1500,"1","1","1",20,"5","1","1","5","5","5","3","1","1","1","1","3","5","5","1","6","1","1","ES","6","1","5","1","1","1","1","1","1","1","1","3","1","1","6","1","1","El Alto","24",1.66029585357411,"5"
"4288",15015,"1",28,"1","2","1","7","1",1200,"1","2","2","2","3","1",1500,"1","1","1",300,"2","1","5","5","5","5","5","5","5","5","5","5","5","5","2","7","1","1","PI","7","1","4","1","1","1","1","1","2","2","1","3","2","2","4","1","1","El Alto","24",1.66029585357411,"4"
"4289",15016,"1",43,"1","2","1","1","1",3500,"1","1","1","1","2","1",1500,"1","1","2",50,"4","1","1","1","1","1","6","5","5","5","1","5","5","2","2","6","2","1","NP","6","1","1","1","1","1","1","1","1","2","1","2","1","2","5","1","1","El Alto","24",1.66029585357411,"4"
"4290",15017,"1",16,"1","2","2","1","1",4000,"2","2","2","1","3","1",350,"4","2","1",20,"5","1","1","6","3","1","3","6","1","1","6","6","1","6","1","2","1","1","ES","1","1","2","1","1","1","2","2","2","2","1","1","2","1","7","1","2","Patacamaya","48",1.5290909921583,"2"
"4291",15018,"1",21,"1","2","1","3","1",3000,"1","2","2","2","2","1",1100,"1","1","1",260,"3","1","3","1","1","1","3","6","3","1","4","5","1","1","2","6","1","1","AS","1","1","3","1","1","1","2","1","2","2","1","2","1","1","6","1","2","Patacamaya","48",1.5290909921583,"4"
"4292",15019,"1",35,"1","2","2","8","1",590,"4","2","1","2","3","1",380,"1","1","2",10,"3","1","1","1","5","6","1","1","1","1","1","4","4","3","2","3","1","1","AC","1","4","2","1","1","1","2","2","2","2","1","0","2","2","6","1","3","Santa Rosa","73",1.87654571814034,"1"
"4293",15020,"1",14,"1","2","2","9","1",3000,"2","2","2","1","3","1",1500,"1","1","2",10,"4","1","1","6","6","1","2","1","1","1","2","2","2","1","1","2","1","1","ES","1","2","1","1","2","1","2","2","2","2","1","1","2","2","2","1","3","Santa Rosa","73",1.87654571814034,"1"
"4294",15021,"1",43,"1","2","1","2","1",1800,"4","1","2","2","3","1",100,"1","1","1",10,"3","1","1","1","1","1","2","1","2","2","3","3","1","2","2","3","2","1","AC","3","1","2","1","2","1","2","2","1","2","2","1","1","2","4","1","3","Jatuquira","32",1.87654571814034,"3"
"4295",15101,"1",32,"1","2","1","8","1",1200,"1","2","2","1","2","1",1200,"1","1","1",70,"3","1","1","1","4","1","2","1","3","3","3","3","1","2","1","7","1","1","CP","1","1","3","1","1","1","2","2","1","2","1","1","1","2","7","6","1","Potosí","52",0.428306031062698,"3"
"4296",15102,"1",21,"1","2","1","8","1",1600,"1","1","2","1","2","1",800,"1","1","3",150,"3","1","1","1","4","6","2","1","2","1","1","2","2","2","1","6","1","1","CP","2","1","3","1","1","1","1","2","1","2","1","2","1","2","7","6","1","Potosí","52",0.428306031062698,"4"
"4297",15103,"1",17,"1","2","2","9","1",2100,"4","1","2","1","3","1",499,"1","1","1",50,"3","1","1","1","5","1","6","1","1","1","1","2","1","2","2","2","1","1","ES","2","4","3","1","1","1","2","2","2","2","1","1","2","2","9","6","1","Potosí","52",0.428306031062698,"2"
"4298",15104,"1",20,"1","2","1","8","1",1550,"1","1","2","1","2","1",500,"1","1","2",50,"3","1","1","1","5","6","1","1","3","1","1","3","1","2","1","6","1","1","SN","1","1","2","1","1","1","2","2","2","2","1","2","1","2","6","6","1","Potosí","52",0.428306031062698,"2"
"4299",15105,"1",35,"1","1","1","8","1",3500,"1","1","2","1","2","1",1800,"4","2","3",100,"3","1","1","1","1","1","1","1","1","3","1","4","1","2","2","6","1","1","AS","2","1","2","1","1","1","1","2","1","2","1","1","1","2","5","6","1","Potosí","52",0.428306031062698,"3"
"4300",15106,"1",29,"1","2","1","7","1",7500,"1","1","2","1","1","1",2500,"1","2","1",250,"5","1","1","6","5","1","5","5","1","1","1","1","6","6","1","6","2","1","CP","6","1","2","1","1","1","1","1","1","1","1","1","1","1","4","6","1","Potosí","52",0.428306031062698,"5"
"4301",15107,"1",17,"1","1","1","7","1",4500,"1","1","2","1","2","1",950,"1","1","3",50,"4","1","1","1","1","6","6","6","1","1","5","3","1","6","2","3","1","1","ES","4","1","6","1","1","1","1","1","1","1","1","4","1","1","8","6","1","Potosí","52",0.428306031062698,"5"
"4302",15108,"1",37,"1","2","1","2","1",1850,"1","2","2","1","2","1",1800,"1","1","2",15,"4","1","2","2","7","2","2","2","1","1","5","2","1","2","1","4","1","1","PI","3","1","2","1","1","1","2","2","1","2","1","1","2","2","3","6","1","Potosí","52",0.428306031062698,"2"
"4303",15109,"1",42,"1","2","1","4","1",3500,"1","1","2","1","1","1",1600,"1","1","1",50,"3","1","1","1","1","7","2","1","1","2","1","6","1","6","1","7","3","1","NP","7","1","2","1","1","1","2","1","1","1","2","1","2","2","1","6","1","Potosí","52",0.428306031062698,"3"
"4304",15110,"1",23,"1","1","1","7","1",5900,"1","1","2","1","2","1",1800,"1","1","2",80,"4","1","6","6","6","1","6","1","1","3","5","1","5","6","2","6","1","1","ES","7","1","5","1","1","1","1","1","1","1","1","2","1","2","5","6","1","Potosí","52",0.428306031062698,"5"
"4305",15111,"1",33,"1","2","1","7","1",2000,"1","2","2","2","3","1",800,"1","1","3",60,"4","1","1","3","3","1","1","2","1","1","2","1","4","2","2","7","1","1","ES","1","1","1","1","1","1","1","1","1","2","1","1","2","2","7","6","1","Potosí","52",0.428306031062698,"3"
"4306",15112,"1",14,"1","2","2","1","1",4000,"4","1","2","1","3","1",1100,"1","2","3",10,"4","3","1","1","5","2","3","1","1","1","1","1","1","1","2","2","1","1","ES","6","1","3","1","1","1","1","1","1","1","2","6","2","2","4","6","1","Potosí","52",0.428306031062698,"4"
"4307",15113,"1",50,"1","2","2","9","1",2000,"1","2","2","1","3","1",2000,"1","1","1",80,"3","1","1","3","3","4","1","1","2","3","3","3","1","1","1","5","2","1","AS","5","1","4","1","1","1","2","2","2","2","2","2","2","2","8","6","1","Potosí","52",0.428306031062698,"2"
"4308",15114,"1",16,"1","2","1","1","1",1700,"4","1","2","1","1","1",1800,"1","1","2",10,"4","1","3","4","4","4","1","1","1","4","4","2","4","4","2","2","1","1","ES","7","1","1","1","1","1","1","1","1","1","1","1","1","2","4","6","1","Potosí","52",0.428306031062698,"4"
"4309",15115,"1",29,"1","2","1","7","1",6000,"1","2","2","2","3","1",300,"1","1","2",30,"5","2","1","1","1","1","1","2","1","3","3","2","1","1","1","4","2","1","CP","4","2","1","1","1","1","2","2","2","2","2","2","2","2","6","6","1","Potosí","52",0.428306031062698,"2"
"4310",15116,"1",55,"1","2","1","3","1",1500,"1","1","2","1","3","1",500,"1","1","1",100,"3","1","1","1","3","1","1","5","5","5","5","5","5","5","2","2","2","1","AC","2","2","2","1","1","1","2","1","1","2","1","2","2","2","1","6","1","Potosí","52",0.428306031062698,"3"
"4311",15117,"1",43,"1","2","1","3","1",4000,"1","1","2","1","3","1",1850,"1","1","3",30,"3","2","1","4","3","1","1","2","1","1","1","4","5","1","1","3","2","1","CP","3","2","1","1","1","1","2","2","2","2","1","1","2","2","1","6","1","Potosí","52",0.428306031062698,"2"
"4312",15118,"1",38,"1","2","1","5","1",1000,"1","2","2","1","3","1",700,"1","1","2",10,"4","1","1","1","1","1","1","2","5","5","5","5","5","5","1","6","2","1","CP","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","6","1","Potosí","52",0.428306031062698,"3"
"4313",15119,"1",40,"1","2","1","2","1",3500,"1","2","2","1","3","1",4000,"1","1","2",20,"3","1","5","4","3","1","3","3","2","1","2","3","2","1","1","3","2","1","NP","3","2","1","1","1","1","1","2","1","2","1","1","2","2","6","6","1","Potosí","52",0.428306031062698,"3"
"4314",15120,"1",21,"1","2","1","9","1",1950,"4","2","2","1","3","1",400,"1","1","3",10,"5","1","1","3","3","1","1","2","1","1","1","2","2","2","2","6","1","1","ES","5","1","1","1","1","1","2","2","2","2","1","1","2","2","3","6","1","Potosí","52",0.428306031062698,"2"
"4315",15121,"1",32,"1","2","1","2","1",1700,"1","2","2","1","3","1",500,"1","1","2",50,"4","1","1","3","6","6","1","1","6","2","2","2","2","6","1","3","2","3","AS","3","2","2","1","1","1","2","2","2","2","2","1","2","2","4","6","1","Potosí","52",0.428306031062698,"2"
"4316",15122,"1",16,"1","2","2","9","1",700,"2","2","2","1","3","1",400,"1","1","3",20,"2","1","5","6","6","5","1","6","1","1","2","2","2","6","2","2","1","1","ES","3","1","2","1","1","1","2","2","1","2","2","1","2","2","4","6","1","Potosí","52",0.428306031062698,"2"
"4317",15123,"1",21,"1","2","2","3","1",2000,"2","1","2","1","3","1",750,"1","1","1",60,"5","1","6","6","6","6","6","6","6","5","5","1","3","5","1","6","1","1","ES","3","2","2","1","1","1","2","2","2","2","2","2","2","2","7","6","1","Potosí","52",0.428306031062698,"2"
"4318",15124,"1",41,"1","2","1","2","1",2000,"1","2","2","1","3","1",600,"1","1","2",70,"4","1","1","1","6","6","2","6","7","1","2","7","6","6","2","5","2","1","AS","5","1","3","1","1","1","2","2","1","1","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"3"
"4319",15125,"1",52,"1","2","1","9","1",1800,"1","2","2","1","3","1",500,"1","1","1",50,"4","1","1","1","6","1","6","6","1","2","2","2","6","6","1","3","2","1","CP","3","2","3","1","1","1","2","2","1","1","1","1","2","2","6","6","1","Potosí","52",0.428306031062698,"3"
"4320",15126,"1",16,"1","2","1","5","1",1500,"2","1","2","1","2","1",1100,"1","2","3",80,"5","1","1","6","6","6","6","6","1","2","2","2","2","6","1","2","1","1","ES","1","1","4","1","1","1","1","2","1","2","1","4","2","2","5","6","1","Potosí","52",0.428306031062698,"3"
"4321",15127,"1",40,"1","1","1","2","1",1500,"1","1","2","1","3","1",400,"1","1","3",70,"4","1","1","1","1","1","2","6","1","2","2","2","2","2","1","7","1","1","CP","7","2","2","1","1","1","2","2","1","1","2","1","2","2","3","6","1","Potosí","52",0.428306031062698,"3"
"4322",15128,"1",36,"1","2","1","9","1",2000,"1","2","2","1","3","1",600,"1","1","3",60,"4","1","1","1","6","1","6","6","1","2","2","2","6","6","2","3","2","1","AS","3","1","2","1","1","1","1","2","1","1","2","1","2","2","4","6","1","Potosí","52",0.428306031062698,"3"
"4323",15129,"1",50,"1","2","1","2","1",1500,"1","1","2","1","3","1",700,"1","1","2",75,"4","1","1","1","6","6","2","6","1","1","2","7","6","6","2","5","2","1","AS","5","1","3","1","1","1","1","2","1","1","1","2","2","2","4","6","1","Potosí","52",0.428306031062698,"3"
"4324",15130,"1",22,"1","2","2","3","1",1800,"2","2","2","1","3","1",650,"1","1","1",60,"5","1","5","5","5","1","2","6","6","5","5","1","6","5","2","6","1","1","NP","2","2","2","1","1","1","2","2","1","2","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"2"
"4325",15131,"1",34,"1","2","1","1","1",500,"1","2","2","1","3","1",550,"1","1","3",50,"5","4","1","1","1","5","5","6","6","1","6","1","7","1","2","4","1","1","AC","4","2","1","1","1","1","2","2","2","2","2","1","2","2","2","6","1","Potosí","51",0.428306031062698,"2"
"4326",15132,"1",29,"1","2","1","2","2",1300,"1","2","2","1","1","1",600,"1","1","1",120,"2","1","5","5","5","5","5","5","5","5","5","5","4","4","1","4","1","1","NP","4","2","2","1","1","1","1","1","1","2","2","2","2","1","1","6","1","Potosí","52",0.428306031062698,"4"
"4327",15133,"1",49,"1","1","1","1","1",3150,"1","1","2","1","1","1",1800,"1","2","2",240,"4","1","2","2","3","1","3","5","3","2","2","7","3","6","1","7","2","1","CP","7","1","3","1","1","1","1","1","1","1","2","2","2","1","4","6","1","Potosí","52",0.428306031062698,"5"
"4328",15134,"1",33,"1","1","1","3","1",900,"1","1","2","1","2","1",100,"1","1","2",50,"3","4","5","5","5","5","5","5","5","5","5","5","5","5","1","6","1","1","SB","7","1","3","1","1","1","1","2","1","2","1","3","2","2","6","6","1","Potosí","52",0.428306031062698,"4"
"4329",15135,"1",65,"1","2","2","9","1",1800,"1","2","2","1","3","1",1300,"1","1","2",100,"3","1","1","1","1","1","1","5","5","1","1","1","1","7","1","6","1","1","CP","6","1","2","1","1","1","2","2","2","2","2","1","2","2","1","6","1","Potosí","52",0.428306031062698,"1"
"4330",15136,"1",19,"1","2","1","6","1",600,"3","2","2","1","3","1",1300,"1","1","2",200,"2","1","5","5","5","1","5","5","5","5","5","5","5","5","1","6","1","1","CP","3","2","2","1","1","1","2","2","1","2","2","1","2","2","6","6","1","Potosí","52",0.428306031062698,"2"
"4331",15137,"1",57,"1","2","1","9","1",1000,"1","2","2","1","3","1",900,"1","1","2",50,"3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","4","1","NP","2","2","2","1","1","1","2","2","1","2","2","2","2","2","5","6","1","Potosí","52",0.428306031062698,"2"
"4332",15138,"1",40,"1","2","1","2","1",1350,"1","1","2","1","3","1",1300,"1","1","1",150,"2","1","1","1","5","1","2","5","5","2","2","2","2","2","2","7","2","1","CP","7","1","3","1","1","1","2","1","1","2","1","1","2","2","7","6","1","Potosí","52",0.428306031062698,"3"
"4333",15139,"1",19,"1","1","1","2","1",1700,"4","2","2","1","2","1",650,"6","1","3",50,"5","1","1","1","1","1","1","1","1","1","1","1","1","5","2","6","1","1","ES","3","2","2","1","1","1","2","2","1","2","1","2","1","2","5","6","1","Potosí","52",0.428306031062698,"3"
"4334",15140,"1",23,"1","2","1","5","1",850,"3","1","2","1","3","1",800,"1","1","3",60,"3","1","5","5","5","5","5","5","1","1","1","5","5","5","2","6","1","1","ES","3","1","2","1","1","1","2","2","1","2","2","1","2","2","7","6","1","Potosí","52",0.428306031062698,"2"
"4335",15141,"1",42,"1","1","1","7","1",1500,"1","2","2","1","1","1",200,"1","1","2",30,"3","2","4","1","1","1","1","1","3","2","3","3","1","2","1","6","1","1","AS","6","1","3","1","1","1","2","2","1","1","1","2","2","2","4","6","1","Potosí","52",0.428306031062698,"3"
"4336",15142,"1",68,"1","1","1","8","1",1400,"1","1","2","1","2","1",1500,"1","2","2",150,"4","1","1","1","1","1","7","2","2","1","1","2","1","2","1","6","2","1","RJ","6","5","3","1","1","1","1","1","1","2","1","5","2","2","2","6","1","Potosí","52",0.428306031062698,"4"
"4337",15143,"1",18,"1","1","1","7","1",2700,"4","2","2","1","1","1",1200,"1","1","3",30,"3","1","1","1","6","1","1","1","1","1","1","1","1","1","2","3","1","1","SN","7","1","3","1","1","1","2","2","1","2","1","2","2","2","5","6","1","Potosí","52",0.428306031062698,"3"
"4338",15144,"1",68,"1","1","2","9","1",2900,"1","1","2","1","3","1",600,"1","1","2",120,"4","1","3","3","1","2","3","2","1","2","1","1","1","1","1","6","2","1","RJ","6","5","3","1","1","1","2","2","1","2","1","3","2","2","2","6","1","Potosí","52",0.428306031062698,"3"
"4339",15145,"1",28,"1","1","2","9","1",2200,"4","1","2","1","3","1",1325,"1","1","2",60,"2","1","1","3","3","1","3","1","1","1","2","2","1","2","2","7","2","1","AC","7","1","3","1","1","1","1","1","2","2","1","2","2","2","3","6","1","Potosí","52",0.428306031062698,"3"
"4340",15146,"1",35,"1","1","1","8","1",1390,"4","1","2","2","2","1",1600,"1","1","2",60,"3","1","1","1","1","1","3","1","1","1","1","4","4","4","2","7","2","1","AC","7","1","3","1","1","1","1","1","2","2","2","1","2","2","3","6","1","Potosí","52",0.428306031062698,"4"
"4341",15147,"1",18,"1","2","1","1","1",4100,"2","2","2","1","3","1",1500,"1","1","3",40,"3","1","5","5","1","5","3","6","1","2","3","1","2","1","2","3","1","1","ES","4","1","3","1","1","1","2","1","1","2","2","1","2","2","5","6","1","Potosí","52",0.428306031062698,"3"
"4342",15148,"1",21,"1","2","1","5","1",500,"2","2","2","1","3","1",2500,"1","1","1",50,"3","1","5","5","5","6","5","6","1","2","6","1","2","2","1","3","1","1","ES","3","1","3","1","1","1","1","1","1","2","1","4","2","2","4","6","1","Potosí","52",0.428306031062698,"4"
"4343",15149,"1",31,"1","2","2","1","1",3220,"1","2","2","1","3","1",1150,"1","1","1",40,"5","1","1","1","5","1","1","5","3","3","1","1","1","1","1","3","1","1","AS","3","2","2","1","1","1","2","2","1","2","1","2","2","2","6","6","1","Potosí","52",0.428306031062698,"2"
"4344",15150,"1",50,"1","2","1","4","1",4000,"1","2","2","1","2","1",900,"1","1","3",70,"3","1","1","1","1","1","1","1","6","1","2","1","1","2","1","7","1","1","ES","2","5","2","1","1","1","2","2","1","2","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"2"
"4345",15151,"1",18,"1","2","1","7","1",4200,"1","2","2","1","1","1",1700,"1","1","3",50,"4","1","5","6","1","6","5","2","1","5","5","1","5","6","1","3","1","1","ES","4","1","3","1","1","1","2","1","1","1","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"3"
"4346",15152,"1",22,"1","2","1","8","1",2000,"2","1","2","1","1","1",80,"1","1","1",50,"5","1","1","1","1","1","7","1","1","1","1","3","3","2","1","6","1","1","CP","2","1","4","1","1","1","1","2","1","2","1","2","1","2","6","6","1","Potosí","52",0.428306031062698,"4"
"4347",15153,"1",23,"1","2","2","9","1",1600,"4","1","2","1","3","1",2500,"1","1","1",50,"1","1","1","1","1","6","1","3","1","3","2","1","1","1","2","1","2","1","SN","3","1","3","1","1","1","1","1","2","2","1","2","2","2","4","6","1","Potosí","52",0.428306031062698,"3"
"4348",15154,"1",40,"1","2","1","4","1",2500,"1","1","2","1","2","1",1700,"1","1","2",100,"3","1","1","1","1","1","6","1","2","2","2","1","2","2","1","4","2","1","AS","4","1","2","1","1","1","2","2","2","1","2","1","2","2","4","6","1","Potosí","52",0.428306031062698,"2"
"4349",15155,"1",25,"1","2","1","1","1",1000,"1","2","2","1","2","1",1050,"1","1","3",40,"5","1","1","3","5","1","2","2","2","1","5","6","3","6","2","3","1","1","ES","2","5","3","1","1","1","1","2","1","1","1","2","1","2","6","6","1","Potosí","52",0.428306031062698,"4"
"4350",15156,"1",49,"1","2","1","9","1",500,"1","2","2","1","2","2",1000,"1","1","2",195,"3","1","1","1","1","1","1","1","1","1","2","2","1","2","2","3","2","1","AC","4","1","2","1","1","1","2","2","1","2","1","1","2","2","4","6","1","Potosí","52",0.428306031062698,"2"
"4351",15157,"1",37,"1","2","1","5","1",3000,"1","1","2","1","1","1",1000,"1","1","3",40,"5","1","2","1","2","1","2","2","6","2","6","1","6","6","2","3","1","1","CP","3","2","3","1","1","1","2","2","2","2","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"2"
"4352",15158,"1",17,"1","2","1","3","1",1200,"2","2","2","1","3","1",1200,"1","1","1",80,"4","1","1","1","6","1","2","5","1","3","1","2","1","6","1","3","1","1","ES","5","1","3","1","1","1","1","1","1","2","1","1","2","2","1","6","1","Potosí","52",0.428306031062698,"4"
"4353",15159,"1",42,"1","2","2","3","1",3650,"1","1","2","1","3","1",800,"1","1","1",40,"5","1","1","1","1","1","2","2","1","1","1","2","1","1","2","4","2","1","AS","4","1","3","1","1","1","1","1","1","1","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"3"
"4354",15160,"1",44,"1","2","1","4","1",1200,"1","2","2","1","2","1",3500,"1","1","3",100,"5","1","1","1","1","2","7","2","3","1","1","1","6","1","1","4","1","1","CP","4","2","2","1","1","1","2","2","1","2","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"2"
"4355",15161,"1",40,"1","2","1","8","1",700,"4","2","2","1","2","1",1500,"1","1","2",80,"3","1","1","1","1","6","1","1","1","1","1","1","1","2","2","1","2","1","AC","6","1","4","1","1","1","1","2","1","2","1","3","2","2","8","6","1","Potosí","52",0.428306031062698,"4"
"4356",15162,"1",45,"1","2","1","8","1",2150,"2","1","2","1","2","1",500,"1","1","2",60,"4","1","1","1","1","2","7","1","1","1","1","1","1","1","1","1","2","1","CP","1","1","2","1","1","1","1","2","1","2","1","2","2","2","5","6","1","Potosí","52",0.428306031062698,"3"
"4357",15163,"1",30,"1","2","2","9","1",2150,"1","2","2","1","3","1",700,"1","1","3",150,"5","1","1","1","1","6","7","1","1","1","1","3","3","2","1","3","1","1","CP","1","1","3","1","1","1","2","2","1","2","1","1","2","2","5","6","1","Potosí","52",0.428306031062698,"2"
"4358",15164,"1",17,"1","2","2","9","1",800,"1","2","2","2","3","1",600,"1","1","3",30,"5","1","1","1","1","1","3","1","1","1","1","1","1","2","1","2","1","1","ES","7","1","2","1","1","1","1","2","1","2","1","1","2","2","7","6","1","Potosí","52",0.428306031062698,"3"
"4359",15165,"1",16,"1","2","2","8","1",7000,"1","2","2","1","3","2",300,"1","1","1",30,"3","4","1","1","1","1","1","2","2","1","1","2","2","2","1","2","1","1","ES","1","5","1","1","2","1","2","2","2","2","1","1","2","2","4","6","3","Oploca","43",0.484091944766467,"1"
"4360",15166,"1",18,"1","2","1","7","1",2000,"1","2","1","1","2","1",300,"1","1","2",10,"3","3","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","ES","1","5","1","1","2","1","2","2","2","2","1","1","2","2","6","6","3","Oploca","43",0.484091944766467,"1"
"4361",15167,"1",20,"1","2","2","9","1",3600,"1","2","2","1","3","1",600,"1","1","2",15,"3","4","1","1","1","1","1","1","2","2","1","1","1","2","2","2","2","1","AC","1","4","1","1","1","1","2","2","2","2","2","0","2","2","5","6","3","Oploca","43",0.484091944766467,"1"
"4362",15168,"1",25,"1","2","2","1","1",4800,"1","1","2","1","3","1",1200,"1","1","2",100,"5","2","2","3","4","4","1","3","2","2","3","3","4","5","1","7","1","1","ES","1","4","1","1","1","1","2","2","2","2","2","0","2","2","7","6","3","Oploca","43",0.484091944766467,"1"
"4363",15169,"1",33,"1","2","2","9","1",3000,"1","2","1","1","3","1",300,"1","1","2",30,"3","1","2","2","1","1","1","7","7","7","7","7","7","7","2","2","2","1","AC","2","5","1","1","2","1","2","2","2","2","1","1","2","2","4","6","3","Oploca","43",0.484091944766467,"1"
"4364",15170,"1",31,"1","2","1","3","1",2800,"1","2","1","1","3","1",550,"1","1","2",30,"3","1","1","1","1","1","1","3","2","2","2","1","1","1","1","2","1","1","SB","2","5","2","1","2","1","2","2","2","2","1","1","2","2","1","6","3","Oploca","43",0.484091944766467,"2"
"4365",15171,"1",45,"1","2","2","9","1",4000,"1","2","2","1","3","1",500,"1","1","1",50,"3","1","3","3","3","3","1","3","1","1","2","2","1","1","2","7","2","1","AS","7","1","3","1","2","1","2","2","2","2","2","1","2","2","8","6","3","Oploca","43",0.484091944766467,"2"
