"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"1135",2098,"1",21,"1","2","2","9","1",800,"3","2","2","1","3","1",2000,"1","1","1",100,"3","1","1","1","2","1","5","1","1","1","1","1","1","6","2","4","1","1","SB","3","1","2","1","1","1","2","1","2","2","1","1","2","2","5","1","1","La Paz","33",1.66029585357411,"2"
"1136",2099,"1",29,"1","1","1","7","1",2500,"1","2","2","1","2","1",2000,"1","1","2",140,"5","1","1","1","3","1","4","1","1","1","1","7","7","7","1","7","2","1","AS","1","1","3","1","1","1","2","1","1","1","2","1","2","2","2","1","1","La Paz","33",1.66029585357411,"3"
"1137",2100,"1",32,"1","1","1","8","1",2200,"1","2","2","2","3","1",650,"1","1","1",80,"5","1","1","6","2","1","2","1","1","1","1","3","6","6","1","6","2","1","AS","1","3","2","1","1","1","2","1","1","1","2","2","2","2","1","1","1","La Paz","33",1.66029585357411,"2"
"1138",2101,"1",14,"1","2","2","9","1",5500,"4","2","2","1","3","1",100,"2","1","1",10,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","ES","5","1","2","1","1","1","2","2","1","2","1","1","2","2","5","1","1","El Alto","24",1.66029585357411,"2"
"1139",2102,"1",21,"1","2","1","3","1",1000,"1","2","2","1","3","1",700,"1","1","2",20,"3","1","1","1","5","1","1","1","1","1","1","1","1","3","2","3","1","3","ES","4","1","2","1","1","1","2","2","1","2","2","1","2","2","6","1","1","El Alto","24",1.66029585357411,"2"
"1140",2103,"1",37,"1","2","1","5","1",1000,"1","2","2","1","2","1",500,"1","1","3",100,"3","1","1","1","1","1","1","1","1","7","7","7","7","1","1","4","2","1","AS","5","1","1","1","1","1","2","2","1","2","1","1","1","2","5","1","1","El Alto","24",1.66029585357411,"3"
"1141",2104,"1",46,"1","2","1","7","1",1200,"1","2","2","1","3","1",750,"1","1","2",30,"4","1","1","1","1","1","1","1","1","7","7","7","7","7","1","3","2","1","AS","3","2","2","1","1","1","2","2","1","2","2","1","2","2","6","1","1","El Alto","24",1.66029585357411,"2"
"1142",2105,"1",33,"1","2","2","9","1",2000,"1","2","2","1","3","1",600,"1","1","1",20,"4","1","1","1","5","1","4","1","1","3","7","7","7","6","2","6","1","1","AS","5","2","2","1","1","1","2","2","1","2","2","1","2","2","5","1","1","El Alto","24",1.66029585357411,"2"
"1143",2107,"1",49,"1","1","1","9","1",3150,"1","2","2","1","2","1",500,"1","2","2",50,"5","1","1","1","1","1","1","1","7","7","7","7","7","7","2","7","2","1","PI","7","1","3","1","1","1","2","2","2","2","2","1","2","1","4","1","1","El Alto","24",1.66029585357411,"3"
"1144",2108,"1",14,"1","2","2","9","1",1400,"1","2","2","1","3","1",1400,"1","1","1",20,"5","1","3","3","5","5","3","2","7","7","7","7","3","7","2","2","1","1","ES","4","1","5","1","1","1","1","2","2","2","1","1","1","1","7","1","1","El Alto","24",1.66029585357411,"4"
"1145",2109,"1",24,"1","2","1","1","1",2000,"1","1","2","1","1","1",1400,"1","2","3",5,"2","1","1","1","5","1","3","5","1","2","5","7","5","1","2","6","1","1","ES","3","1","3","1","1","1","2","2","1","2","1","1","2","2","3","1","1","El Alto","24",1.66029585357411,"3"
"1146",2110,"1",21,"1","2","1","3","1",2100,"1","2","2","1","3","1",1200,"1","1","1",30,"3","1","1","1","2","5","3","5","1","1","1","5","5","5","1","6","1","1","ES","3","2","2","1","1","1","1","2","1","1","1","1","2","2","9","1","1","El Alto","24",1.66029585357411,"3"
"1147",2111,"1",36,"1","2","1","3","1",4500,"1","2","2","1","2","1",1800,"1","1","1",70,"5","1","1","1","1","1","5","5","7","1","1","1","1","2","1","7","2","1","PI","7","2","6","1","1","1","2","2","1","2","2","2","1","2","4","1","1","El Alto","24",1.66029585357411,"4"
"1148",2112,"1",15,"1","1","2","5","1",2000,"1","2","2","1","3","1",500,"1","2","3",10,"4","1","1","1","5","1","3","5","7","7","7","7","7","7","1","2","1","1","ES","3","1","3","1","1","1","2","2","1","2","1","1","1","2","6","1","1","El Alto","24",1.66029585357411,"3"
"1149",2113,"1",41,"1","2","1","2","1",6500,"1","2","2","1","2","1",1600,"1","2","2",400,"3","1","2","2","2","5","6","6","3","7","7","1","1","7","1","6","2","1","CP","6","1","2","1","1","1","2","1","1","1","1","1","1","1","3","1","1","El Alto","24",1.66029585357411,"4"
"1150",2114,"1",18,"1","2","1","4","1",1200,"4","1","2","1","2","1",1100,"1","1","2",20,"4","1","7","7","1","5","7","6","6","3","7","2","1","6","2","3","1","1","ES","2","1","1","1","1","1","1","2","1","1","1","2","2","1","6","1","1","El Alto","24",1.66029585357411,"4"
"1151",2115,"1",18,"1","1","1","2","1",1800,"1","2","2","1","1","1",1700,"1","1","3",45,"4","1","5","5","5","5","1","1","1","3","3","7","7","5","1","3","1","1","ES","3","1","6","1","1","1","1","1","1","1","1","2","1","2","6","1","1","El Alto","24",1.66029585357411,"5"
"1152",2116,"1",38,"1","1","1","7","1",2300,"2","1","2","1","3","1",900,"1","1","2",30,"4","1","2","2","2","1","2","5","2","2","2","7","2","2","1","7","2","1","PI","7","1","5","1","1","1","1","1","1","2","2","1","2","2","4","1","1","El Alto","24",1.66029585357411,"5"
"1153",2117,"1",31,"1","2","1","4","1",800,"1","1","2","1","3","1",1680,"1","1","1",50,"5","1","1","1","5","1","6","5","5","7","7","7","1","1","1","6","1","1","NP","6","1","3","1","1","1","2","2","1","2","1","2","2","1","5","1","1","El Alto","24",1.66029585357411,"4"
"1154",2118,"1",15,"1","2","1","7","1",3000,"1","1","2","2","2","1",1800,"1","1","3",100,"5","1","5","5","5","6","6","6","6","6","6","6","6","6","1","2","1","1","ES","3","1","6","1","1","1","1","1","1","1","1","2","1","1","4","1","1","El Alto","24",1.66029585357411,"5"
"1155",2119,"1",41,"1","2","1","1","1",1600,"1","1","1","1","3","1",600,"1","2","2",30,"4","1","1","1","1","1","1","1","1","1","1","2","1","2","1","3","2","1","CP","3","1","3","1","1","1","2","2","1","2","2","1","1","2","4","1","1","El Alto","24",1.66029585357411,"3"
"1156",2120,"1",39,"1","2","1","7","1",1800,"1","1","2","1","2","1",500,"1","2","3",150,"3","1","1","1","1","2","2","2","7","2","2","7","7","2","1","2","2","1","NP","2","1","2","1","1","1","1","2","2","2","2","1","2","1","8","1","1","El Alto","24",1.66029585357411,"3"
"1157",2121,"1",22,"1","2","1","2","1",2000,"2","1","2","1","1","1",700,"1","1","2",200,"5","1","3","4","5","1","3","5","1","3","7","2","1","2","1","3","2","1","CP","3","2","2","1","1","1","1","1","2","2","2","1","1","2","4","1","1","El Alto","24",1.66029585357411,"3"
"1158",2122,"1",25,"1","2","2","9","1",1800,"1","1","2","1","3","1",1900,"1","1","3",50,"3","1","1","1","5","1","1","5","6","7","7","7","7","7","1","4","1","1","ES","4","1","2","1","1","1","2","2","1","1","1","1","2","2","5","1","1","El Alto","24",1.66029585357411,"2"
"1159",2123,"1",14,"1","2","1","1","1",1500,"1","2","2","1","2","1",500,"1","1","3",10,"5","1","1","1","5","1","3","1","7","3","1","7","1","6","2","2","1","1","ES","3","1","3","1","1","1","1","2","1","1","2","1","2","2","6","1","1","El Alto","24",1.66029585357411,"3"
"1160",2124,"1",19,"1","2","2","9","1",1200,"4","2","1","1","3","1",900,"1","1","3",10,"5","1","1","1","1","1","1","6","1","2","3","5","6","1","2","3","1","1","AS","3","1","1","1","1","1","2","1","2","1","2","2","1","2","5","1","1","El Alto","24",1.66029585357411,"3"
"1161",2125,"1",38,"1","2","1","8","1",1400,"4","2","2","1","3","1",1390,"1","2","2",50,"3","1","1","1","1","1","1","6","7","2","2","7","7","6","1","7","3","1","PI","7","1","4","1","1","1","2","2","1","1","1","3","2","1","5","1","1","El Alto","24",1.66029585357411,"4"
"1162",2126,"1",26,"1","2","1","7","1",4000,"4","1","2","1","1","1",2000,"6","1","1",150,"4","1","6","6","5","5","5","5","1","3","7","7","7","6","1","6","1","1","SB","1","1","2","1","1","1","2","2","2","2","1","1","2","2","7","1","1","El Alto","24",1.66029585357411,"1"
"1163",2127,"1",39,"1","2","1","2","1",1800,"1","2","2","1","3","1",4000,"2","1","2",50,"3","1","1","1","5","1","8","6","1","3","7","1","1","7","2","6","2","1","AC","4","1","2","1","1","1","2","2","2","2","1","1","1","2","6","1","1","El Alto","24",1.66029585357411,"2"
"1164",2128,"1",60,"1","1","2","7","2",600,"6","2","2","1","3","1",900,"1","1","1",30,"4","1","3","3","5","5","5","2","1","3","3","3","5","5","2","7","2","1","AC","7","1","2","1","1","1","2","2","1","1","1","3","1","2","8","1","1","El Alto","24",1.66029585357411,"3"
"1165",2129,"1",14,"1","1","1","2","1",1500,"4","1","2","1","1","1",3200,"5","1","3",10,"4","1","1","1","2","1","2","2","2","2","2","1","2","1","1","2","1","1","ES","7","1","2","1","1","1","2","1","1","2","1","2","1","2","4","1","1","El Alto","24",1.66029585357411,"3"
"1166",2130,"1",52,"1","2","1","7","1",1350,"1","2","2","1","3","1",1500,"6","1","2",50,"3","1","1","1","1","8","8","2","2","2","2","2","2","1","2","1","2","1","AC","2","1","1","1","1","1","2","2","1","2","1","1","2","2","2","1","1","El Alto","24",1.66029585357411,"2"
"1167",2131,"1",23,"1","1","1","7","1",6000,"1","2","2","1","2","1",1200,"6","1","3",5,"3","1","1","1","1","1","1","7","7","7","7","7","7","7","1","6","1","1","ES","7","1","3","1","1","1","2","1","1","2","1","1","1","2","8","1","1","El Alto","24",1.66029585357411,"4"
"1168",2132,"1",18,"1","2","1","7","1",3000,"4","1","2","1","3","1",1500,"6","1","3",100,"3","1","1","6","3","6","6","5","1","3","3","3","1","6","2","3","1","1","ES","4","1","2","1","1","1","2","2","1","1","1","2","1","2","4","1","1","El Alto","24",1.66029585357411,"3"
"1169",2133,"1",43,"1","2","1","1","1",900,"1","2","2","1","2","1",1250,"1","1","2",10,"3","1","8","8","8","8","8","5","7","5","5","7","7","7","2","2","2","1","CP","3","2","2","1","1","1","2","2","2","2","2","1","2","2","6","1","1","El Alto","24",1.66029585357411,"2"
"1170",2134,"1",32,"1","2","1","3","1",10500,"1","2","1","1","2","1",2000,"6","1","1",150,"3","1","2","2","1","1","5","2","1","1","1","6","1","1","1","8","2","1","PI","8","1","1","1","1","1","2","2","1","2","1","2","2","2","7","1","1","El Alto","24",1.66029585357411,"3"
"1171",2135,"1",47,"1","1","1","3","1",3800,"1","1","2","1","1","1",1000,"1","1","1",30,"4","1","1","1","1","1","2","1","1","1","1","6","1","2","1","7","2","1","PI","7","1","3","1","1","1","2","1","1","1","1","2","2","2","5","1","1","El Alto","24",1.66029585357411,"3"
"1172",2136,"1",15,"1","2","1","2","1",2300,"1","1","2","1","1","1",1000,"1","1","1",30,"4","1","1","1","1","1","2","1","1","1","1","6","1","2","1","2","1","1","ES","3","1","3","1","1","1","2","1","1","1","1","2","2","2","5","1","1","El Alto","24",1.66029585357411,"3"
"1173",2137,"1",30,"1","1","1","5","1",2500,"1","1","2","1","1","1",500,"1","2","3",100,"2","1","6","6","6","1","6","6","5","3","3","7","7","1","1","4","2","1","PI","4","1","3","1","1","1","1","1","1","2","2","1","2","2","3","1","1","El Alto","24",1.66029585357411,"4"
"1174",2138,"1",40,"1","2","1","2","1",1500,"1","2","2","1","1","1",150,"1","1","2",150,"4","1","1","5","5","5","5","1","1","5","5","1","5","5","2","7","2","1","AS","3","1","1","1","1","1","2","2","1","2","2","1","2","2","3","1","1","El Alto","24",1.66029585357411,"2"
"1175",2139,"1",15,"1","1","1","8","1",5000,"2","1","2","1","1","1",1300,"1","1","1",20,"4","1","3","4","5","6","3","1","2","2","3","4","6","2","2","2","1","1","ES","2","1","5","1","1","1","1","1","1","2","1","1","2","2","4","1","1","El Alto","24",1.66029585357411,"4"
"1176",2140,"1",25,"1","2","1","8","1",6000,"1","2","1","1","3","1",1800,"1","1","1",10,"5","1","1","1","5","6","6","1","1","1","1","7","1","2","2","7","1","1","ES","3","4","2","1","1","1","2","1","1","2","1","1","2","2","3","1","1","El Alto","24",1.66029585357411,"3"
"1177",2141,"1",23,"1","2","1","1","1",1500,"1","2","2","1","3","1",500,"1","2","3",100,"2","1","1","6","5","6","6","1","6","1","1","3","6","6","1","6","1","1","CP","6","1","6","1","1","1","2","2","1","1","1","2","2","1","9","1","1","El Alto","24",1.66029585357411,"4"
"1178",2142,"1",15,"1","1","1","5","1",3500,"2","1","2","1","1","1",400,"1","1","1",20,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","ES","3","1","3","1","1","1","2","1","1","2","1","1","2","2","3","1","1","El Alto","24",1.66029585357411,"3"
"1179",2143,"1",20,"1","2","2","8","1",2200,"2","1","2","1","3","1",1400,"1","1","3",10,"3","1","1","1","5","1","3","2","2","1","1","1","2","2","1","3","1","1","ES","3","1","2","1","1","1","2","2","1","1","1","1","2","2","7","1","1","El Alto","24",1.66029585357411,"2"
"1180",2144,"1",38,"1","2","1","7","1",3500,"1","2","2","1","1","1",1300,"1","1","1",60,"4","1","1","1","5","2","2","4","2","2","1","2","3","2","2","4","2","1","PI","7","1","2","1","1","1","2","2","1","1","2","1","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"1181",2145,"1",30,"1","2","2","9","1",2300,"3","2","2","1","3","1",950,"1","1","3",60,"3","1","1","6","4","1","3","6","1","1","2","1","1","2","1","4","2","1","CP","4","1","2","1","1","1","1","1","1","2","2","1","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"1182",2146,"1",17,"1","2","1","4","1",2650,"1","2","2","1","3","1",1000,"1","1","1",30,"4","1","1","6","6","6","2","1","1","1","1","1","1","2","1","2","1","1","ES","3","1","2","1","1","1","2","2","1","2","2","2","2","2","6","1","1","El Alto","24",1.66029585357411,"2"
"1183",2147,"1",40,"1","2","1","7","1",800,"2","2","2","1","3","1",250,"1","2","3",150,"3","1","5","5","5","5","5","5","6","6","6","6","6","6","1","7","2","1","CP","7","1","6","1","1","1","1","1","1","1","1","2","2","1","4","1","1","El Alto","24",1.66029585357411,"5"
"1184",2148,"1",16,"1","2","1","7","1",3000,"2","1","2","1","3","1",1800,"1","2","2",200,"4","1","1","1","5","1","8","1","1","7","7","7","7","7","1","2","1","1","ES","4","1","2","1","1","1","2","1","1","2","2","1","2","2","4","1","1","La Paz","33",1.66029585357411,"3"
"1185",2149,"1",22,"1","1","1","7","1",1700,"1","2","2","1","1","1",1200,"1","1","2",20,"4","1","1","1","5","1","5","1","2","1","2","1","7","7","2","3","1","1","ES","5","1","2","1","1","1","2","2","1","2","1","1","2","2","5","1","1","La Paz","33",1.66029585357411,"2"
"1186",2150,"1",17,"1","2","2","9","1",2000,"4","2","2","2","3","1",700,"1","1","1",200,"3","1","1","6","5","6","2","1","1","3","1","1","7","6","2","2","1","1","ES","4","1","2","1","1","1","2","2","1","2","2","1","2","2","4","1","1","La Paz","33",1.66029585357411,"2"
"1187",2151,"1",41,"1","2","1","6","1",2150,"1","2","1","1","1","1",650,"1","1","1",30,"3","1","1","1","5","1","1","1","1","1","7","7","7","7","1","3","3","1","AS","6","1","2","1","1","1","2","2","1","2","1","1","2","2","6","1","1","La Paz","33",1.66029585357411,"2"
"1188",2152,"1",30,"1","2","1","7","1",3150,"4","2","2","2","3","1",450,"1","1","1",30,"4","1","1","6","6","6","3","1","1","3","5","3","1","6","1","7","1","1","CP","7","2","2","1","1","1","2","2","1","2","1","2","2","2","4","1","1","La Paz","33",1.66029585357411,"3"
"1189",2153,"1",34,"1","2","2","9","1",1200,"1","2","2","1","3","1",1100,"1","1","2",100,"3","1","1","1","1","1","1","1","1","7","7","7","7","7","2","3","2","1","AC","3","2","1","1","1","1","2","2","1","2","2","1","2","2","3","1","1","La Paz","33",1.66029585357411,"2"
"1190",2154,"1",20,"1","2","2","9","1",2150,"2","2","2","1","3","1",1500,"1","1","2",10,"5","1","1","1","5","1","7","1","1","1","1","7","7","7","1","3","1","1","ES","3","1","1","1","1","1","2","2","1","2","2","1","2","2","5","1","1","La Paz","33",1.66029585357411,"2"
"1191",2155,"1",30,"1","2","2","8","1",700,"1","2","2","1","3","1",500,"1","1","2",30,"3","1","3","1","1","1","3","5","1","1","1","1","2","2","2","7","1","1","NP","4","5","1","1","1","1","2","2","2","2","1","1","2","2","4","1","1","El Alto","24",1.66029585357411,"1"
"1192",2156,"1",17,"1","2","2","9","1",1390,"4","2","2","2","3","1",550,"1","1","3",15,"3","1","6","2","2","2","2","1","1","1","1","3","6","6","1","2","1","1","SN","3","1","1","1","1","1","2","2","1","2","1","1","2","2","4","1","1","El Alto","24",1.66029585357411,"2"
"1193",2157,"1",26,"1","1","1","5","1",2800,"2","1","1","1","1","1",800,"1","1","2",100,"3","1","1","1","5","6","1","6","1","1","1","1","5","6","1","7","2","1","SB","7","4","2","1","1","1","1","2","2","1","2","1","2","2","3","1","1","El Alto","24",1.66029585357411,"3"
"1194",2158,"1",22,"1","2","1","2","1",2000,"3","2","2","1","3","1",950,"1","1","1",100,"3","1","2","5","2","6","3","5","3","1","2","7","4","4","2","6","1","3","AS","3","1","5","1","1","1","2","1","1","1","1","1","2","2","5","1","1","El Alto","24",1.66029585357411,"3"
"1195",2159,"1",19,"1","1","1","3","1",1300,"1","2","2","1","2","1",550,"1","1","3",80,"4","1","1","5","5","6","2","5","1","3","4","6","5","6","1","3","1","1","ES","3","1","1","1","1","1","1","1","1","2","1","2","1","2","6","1","1","El Alto","24",1.66029585357411,"4"
"1196",2160,"1",19,"1","2","1","7","1",4000,"4","1","1","1","1","2",900,"1","1","3",10,"4","1","3","5","5","5","3","6","3","1","1","6","1","5","1","6","1","1","ES","3","1","2","1","1","1","1","2","1","2","1","2","2","2","7","1","1","El Alto","24",1.66029585357411,"3"
"1197",2161,"1",36,"1","1","1","7","1",1800,"1","1","2","1","2","1",1300,"1","1","1",100,"2","1","6","5","5","1","6","5","7","1","1","5","5","5","2","3","3","1","AS","3","1","2","1","1","1","1","2","1","2","2","2","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"1198",2162,"1",27,"1","1","1","2","1",1200,"1","2","2","1","2","1",1200,"1","1","1",50,"5","1","1","3","5","1","5","5","1","1","5","1","1","6","2","7","1","1","PI","2","1","1","1","1","1","1","2","1","2","1","1","2","2","5","1","1","El Alto","24",1.66029585357411,"3"
"1199",2163,"1",20,"1","2","2","7","1",2650,"3","2","1","1","3","2",700,"1","2","3",25,"3","3","1","1","1","1","1","1","1","1","1","1","1","2","1","6","1","1","ES","3","1","1","1","2","1","2","1","1","1","2","1","2","2","4","1","1","El Alto","24",1.66029585357411,"2"
"1200",2164,"1",37,"1","1","1","6","1",500,"1","2","2","1","3","1",1500,"1","1","2",200,"3","1","1","1","1","1","1","6","7","7","7","7","7","7","2","6","2","1","AC","7","2","3","1","1","1","2","2","1","2","1","1","2","1","5","1","1","El Alto","24",1.66029585357411,"4"
"1201",2165,"1",35,"1","1","1","7","1",3200,"1","2","2","1","1","1",1800,"1","2","3",80,"3","1","1","6","6","1","6","6","1","1","1","1","1","7","2","6","2","1","PI","6","1","4","1","1","1","1","2","1","2","2","1","1","2","4","1","1","El Alto","24",1.66029585357411,"4"
"1202",2166,"1",16,"1","2","1","7","1",4000,"1","2","2","1","3","1",400,"1","1","1",5,"5","1","1","1","1","1","1","6","1","1","3","3","3","5","2","2","1","1","ES","6","1","2","1","1","1","2","1","1","2","2","1","2","2","3","1","1","El Alto","24",1.66029585357411,"3"
"1203",2167,"1",24,"1","2","1","2","1",2000,"1","2","2","2","3","1",150,"1","1","2",100,"5","1","6","6","6","6","1","6","1","1","3","2","5","5","2","2","2","1","NP","2","1","2","1","1","1","2","1","1","1","2","1","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"1204",2168,"1",45,"1","1","1","3","1",2550,"1","2","2","1","2","1",1400,"1","1","2",50,"1","1","2","1","1","1","5","2","2","3","3","2","3","7","1","6","2","1","PI","7","2","5","1","1","1","1","1","1","1","1","2","2","1","5","1","1","El Alto","24",1.66029585357411,"5"
"1205",2169,"1",19,"1","1","1","3","1",5250,"1","2","2","1","3","1",1800,"1","1","2",40,"2","1","1","1","5","1","1","6","1","3","3","3","3","2","1","2","1","1","ES","3","2","2","1","1","1","2","2","1","2","1","1","2","2","4","1","1","El Alto","24",1.66029585357411,"2"
"1206",2170,"1",34,"1","1","1","4","1",1050,"1","2","2","1","2","1",1500,"1","1","2",50,"3","1","1","5","5","5","2","5","4","5","5","5","5","2","1","6","2","1","PI","6","1","3","1","1","1","2","1","1","1","2","2","2","2","3","1","1","El Alto","24",1.66029585357411,"3"
"1207",2171,"1",35,"1","2","1","1","1",1500,"4","2","2","1","1","1",500,"1","1","1",180,"4","1","1","5","5","6","3","1","3","3","3","1","1","2","2","6","2","1","NP","6","1","2","1","1","1","1","2","1","2","2","2","2","2","6","1","1","El Alto","24",1.66029585357411,"3"
"1208",2172,"1",25,"1","2","1","1","1",1500,"4","2","2","1","1","1",500,"1","1","1",50,"4","1","1","5","5","6","3","1","5","3","3","1","1","2","2","7","1","1","CP","7","1","2","1","1","1","2","1","1","1","2","4","2","2","3","1","1","El Alto","24",1.66029585357411,"3"
"1209",2173,"1",18,"1","2","2","9","1",1900,"1","1","2","1","3","1",700,"1","1","3",10,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","ES","3","1","2","1","1","1","2","2","1","1","2","1","2","2","3","1","1","El Alto","24",1.66029585357411,"2"
"1210",2174,"1",58,"1","1","1","3","1",3000,"1","1","2","1","2","1",900,"1","1","1",30,"4","1","1","1","1","1","6","1","1","1","1","1","1","2","1","7","2","1","CP","7","1","2","1","1","1","2","2","1","1","1","1","2","2","3","1","1","El Alto","24",1.66029585357411,"3"
"1211",2175,"1",17,"1","2","2","9","2",1200,"1","2","2","1","3","1",500,"1","1","1",10,"5","1","7","5","8","8","8","7","7","7","7","7","7","7","1","2","1","1","ES","2","1","2","1","1","1","2","2","1","2","2","1","2","2","2","1","1","El Alto","24",1.66029585357411,"1"
"1212",2176,"1",21,"1","2","1","3","1",2900,"1","2","2","1","2","1",900,"1","1","3",80,"3","1","1","4","5","6","3","5","1","3","3","2","3","3","1","6","1","1","CP","4","1","3","1","1","1","1","1","1","1","1","1","2","2","6","1","1","El Alto","24",1.66029585357411,"4"
"1213",2177,"1",45,"1","1","1","3","1",2000,"1","1","1","1","3","1",2000,"1","1","3",20,"4","1","1","6","6","6","6","5","5","5","5","5","5","2","2","5","2","1","PI","5","1","4","1","1","1","1","1","2","2","1","2","2","2","3","1","1","El Alto","24",1.66029585357411,"4"
"1214",2178,"1",42,"1","2","1","1","1",3500,"1","1","2","1","2","1",1500,"1","1","2",50,"3","1","6","6","6","5","1","5","5","5","5","5","5","2","1","7","2","1","PI","7","1","3","1","1","1","2","1","1","1","1","2","2","2","4","1","1","El Alto","24",1.66029585357411,"3"
"1215",2179,"1",43,"1","2","1","3","1",3000,"1","2","2","1","3","1",3000,"1","1","1",16,"2","1","1","5","5","5","5","1","1","1","1","5","5","7","1","7","2","1","PI","7","1","3","1","1","1","1","2","1","2","2","2","2","2","3","1","1","El Alto","24",1.66029585357411,"4"
"1216",2180,"1",20,"1","1","1","3","1",5000,"1","2","1","1","2","1",1600,"1","1","3",80,"4","1","1","6","5","1","5","5","2","2","5","2","5","7","1","6","1","1","ES","4","1","5","1","1","1","1","1","1","1","1","5","2","2","4","1","1","El Alto","24",1.66029585357411,"5"
"1217",2181,"1",22,"1","2","2","8","2",3000,"6","2","2","1","3","1",130,"1","1","2",20,"3","2","1","2","2","1","1","2","1","1","1","1","1","2","2","3","1","1","EM","3","2","2","1","1","1","2","2","1","2","1","1","2","2","7","1","1","El Alto","24",1.66029585357411,"2"
"1218",2182,"1",19,"1","1","1","3","1",10000,"4","1","2","1","3","1",900,"1","1","2",50,"5","1","1","1","5","1","3","1","1","3","3","3","1","2","2","6","1","1","CP","2","1","4","1","1","1","2","1","1","2","1","9","2","1","5","1","1","El Alto","24",1.66029585357411,"5"
"1219",2183,"1",47,"1","2","1","3","1",2000,"1","2","2","1","3","1",900,"1","1","1",30,"4","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","1","CP","3","1","3","1","1","1","2","2","1","2","1","1","2","2","5","1","1","El Alto","24",1.66029585357411,"3"
"1220",2184,"1",18,"1","2","1","5","1",5000,"1","2","2","1","1","1",1360,"1","1","2",30,"5","1","1","5","5","5","2","1","1","1","1","5","1","2","2","3","1","1","ES","3","1","2","1","1","1","2","2","1","2","1","2","2","2","4","1","1","El Alto","24",1.66029585357411,"2"
"1221",2185,"1",16,"1","1","1","2","1",2500,"1","2","1","1","2","1",1000,"1","1","1",20,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","ES","2","1","2","1","1","1","2","2","2","2","2","1","2","2","8","1","1","La Paz","33",1.66029585357411,"2"
"1222",2186,"1",19,"1","2","2","2","1",2100,"4","2","2","1","3","1",1280,"1","1","3",80,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","6","1","1","AS","1","1","2","1","1","1","2","2","1","2","2","2","2","2","7","1","1","La Paz","33",1.66029585357411,"1"
"1223",2187,"1",20,"1","2","1","7","1",2900,"4","1","2","1","1","1",900,"1","1","3",50,"2","1","1","1","5","6","6","1","1","1","1","1","1","1","1","6","1","1","ES","4","1","2","1","1","1","1","1","1","1","1","1","2","2","4","1","1","La Paz","33",1.66029585357411,"3"
"1224",2188,"1",16,"1","2","2","8","1",800,"1","2","2","1","3","1",400,"1","1","3",30,"2","1","1","1","5","1","3","1","1","1","1","1","1","1","2","2","1","1","ES","1","1","2","1","1","1","2","2","1","2","2","2","2","2","3","1","1","La Paz","33",1.66029585357411,"1"
"1225",2189,"1",29,"1","1","1","2","1",1800,"1","2","2","1","2","1",150,"1","1","2",50,"5","4","2","2","5","1","3","2","2","2","2","2","2","2","1","4","1","1","CP","3","1","2","1","1","1","2","2","1","2","1","1","2","2","4","1","1","La Paz","33",1.66029585357411,"2"
"1226",2190,"1",33,"1","1","1","4","1",1400,"5","1","2","1","1","1",1800,"1","1","3",200,"4","1","1","1","1","1","1","5","5","5","7","7","7","1","1","4","1","1","NP","3","1","2","1","1","1","1","1","1","1","1","1","1","2","4","1","1","La Paz","33",1.66029585357411,"4"
"1227",2191,"1",18,"1","2","2","9","1",1400,"1","2","2","1","3","1",500,"1","1","1",50,"4","1","1","1","5","1","1","1","1","7","1","1","2","2","1","3","1","1","SN","1","4","2","1","1","1","2","2","2","1","1","1","2","2","7","1","1","La Paz","33",1.66029585357411,"1"
"1228",2192,"1",28,"1","2","1","9","1",3500,"1","2","2","1","3","1",1500,"1","1","2",150,"4","1","1","1","2","1","2","3","2","2","1","1","1","1","2","3","1","1","CP","3","1","3","1","1","1","2","2","1","2","2","2","2","2","4","1","1","La Paz","33",1.66029585357411,"3"
"1229",2193,"1",30,"1","2","1","3","1",2500,"1","2","2","1","3","1",1000,"1","1","3",40,"4","1","1","1","5","5","7","1","3","1","3","7","1","7","2","7","1","1","NP","3","2","1","1","1","1","2","2","2","2","2","1","2","2","5","1","1","La Paz","33",1.66029585357411,"2"
"1230",2401,"1",15,"1","2","2","2","1",1000,"1","2","2","1","3","1",300,"1","1","1",30,"3","1","1","5","5","1","1","5","4","1","1","1","1","6","1","2","1","1","ES","3","1","2","1","1","1","2","2","1","2","1","1","2","2","3","1","2","Caranavi","11",1.5290909921583,"2"
