"","NUMBOL","Tipo","P1","P2","P4","P6","P10","P12","P14","P15A","P16","P17","P20","P23","P28","P30","P31A","P32","P33","P34","P35","P36A","P129A","P130A","P131A","P132A","P133A","P134","P135","P136","P137","P138","P139","P140","P148","P149","P150","P151","P152","P153","P154A","P155","P156A","P156B","P156C","P156D","P156E","P156F","P156G","P156H","P156I","P156J","P156K","P157","P158","P159","P160","CodP160","Ponderador5536","Nse"
"1508",15341,"1",48,"1","2","2","9","1",1500,"4","2","2","2","3","1",1000,"1","1","2",50,"4","1","1","2","2","2","2","1","1","7","7","7","7","7","2","3","4","1","NP","3","1","2","1","1","1","2","2","2","2","1","1","2","2","7","6","3","Pata Pata","46",0.484091944766467,"1"
"1509",15344,"1",14,"1","2","2","9","1",4000,"1","2","2","1","3","1",2000,"1","1","2",50,"5","1","1","3","1","2","3","1","4","5","5","6","5","3","1","2","1","1","ES","3","1","2","1","1","1","2","2","2","2","1","1","2","2","10","6","3","Pata Pata","46",0.484091944766467,"1"
"1510",15345,"1",23,"1","2","2","9","1",1600,"4","1","2","1","3","1",1200,"1","1","2",60,"4","1","6","1","4","2","1","1","4","2","2","1","2","2","1","3","1","3","AS","3","1","2","1","1","1","2","2","2","2","1","1","2","2","6","6","3","Pata Pata","46",0.484091944766467,"1"
"1511",15347,"1",21,"1","2","1","5","1",1400,"1","1","2","1","2","1",1800,"1","1","2",70,"4","1","6","4","4","6","3","6","3","3","2","2","1","2","1","3","1","1","AS","3","1","5","1","1","1","2","2","2","2","1","1","2","2","6","6","3","Pata Pata","46",0.484091944766467,"3"
"1512",15348,"1",26,"1","2","2","9","1",2000,"4","2","2","1","3","1",1900,"1","1","2",40,"4","1","2","3","1","2","2","2","2","2","1","2","3","3","1","3","1","1","AS","3","1","2","1","1","1","2","2","2","2","1","1","2","2","6","6","3","Pata Pata","46",0.484091944766467,"1"
"1513",15350,"1",30,"1","2","1","6","1",900,"1","1","2","1","2","1",1900,"1","1","2",70,"4","1","6","1","2","1","2","6","6","6","1","6","6","6","2","7","1","1","AS","3","1","2","1","1","1","2","2","2","2","1","1","2","2","10","6","3","Pata Pata","46",0.484091944766467,"2"
"1514",15351,"1",35,"1","2","2","9","1",2000,"4","2","2","1","3","1",200,"1","1","2",70,"4","1","7","2","4","3","2","5","5","5","5","6","6","6","2","3","2","1","AS","3","1","3","1","1","1","2","2","1","2","1","1","2","2","7","6","3","Pata Pata","46",0.484091944766467,"2"
"1515",15352,"1",21,"1","2","2","9","1",1500,"1","2","2","1","3","1",1600,"1","1","2",80,"3","4","1","1","1","1","1","1","2","2","1","1","1","2","2","2","2","1","AC","1","4","1","1","1","1","2","2","2","2","2","0","2","2","5","6","3","Oploca","43",0.484091944766467,"1"
"1516",15359,"1",45,"1","2","1","9","1",2000,"1","2","2","2","2","1",1000,"1","1","2",180,"5","1","1","2","1","3","2","1","1","1","1","1","1","1","1","1","2","1","NP","1","1","2","1","1","1","2","2","1","2","1","1","2","2","4","6","3","Llallaguita","36",0.484091944766467,"2"
"1517",15361,"1",31,"1","2","1","7","1",1500,"1","1","2","1","1","1",1500,"1","1","2",30,"4","1","1","2","3","1","2","1","1","1","3","3","3","2","1","4","2","1","NP","4","1","2","1","1","1","2","2","2","2","2","2","2","2","4","6","3","Llallaguita","36",0.484091944766467,"2"
"1518",15362,"1",24,"1","2","2","1","1",1000,"4","2","2","1","3","1",1000,"1","1","2",10,"4","1","1","3","2","1","2","1","1","1","1","1","1","1","2","6","1","1","ES","2","2","1","1","1","1","2","2","2","2","2","1","2","2","5","6","3","Llallaguita","36",0.484091944766467,"1"
"1519",15365,"1",22,"1","2","2","9","1",1600,"4","1","2","1","3","1",900,"1","1","2",40,"4","1","6","1","4","2","1","1","4","2","2","1","2","2","1","3","1","3","AS","3","1","2","1","1","1","2","2","2","2","1","1","2","2","6","6","3","Pata Pata","46",0.484091944766467,"1"
"1520",15366,"1",25,"1","2","2","9","1",2000,"4","2","2","1","3","1",1400,"1","1","2",20,"4","1","2","3","1","2","2","2","2","2","1","2","3","3","1","3","1","1","AS","3","1","2","1","1","1","2","2","2","2","1","1","2","2","6","6","3","Pata Pata","46",0.484091944766467,"1"
"1521",15612,"1",38,"1","2","2","9","1",1200,"1","2","2","2","3","1",700,"1","1","2",150,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","1","NP","3","1","3","1","1","1","1","2","1","2","2","1","2","2","5","8","2","Riberalta","59",0.260073042862152,"3"
"1522",15613,"1",37,"1","2","2","9","1",1800,"1","2","2","2","3","1",1500,"1","1","2",130,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","1","CP","2","2","2","2","2","1","2","2","2","2","2","1","1","2","4","8","2","Riberalta","59",0.260073042862152,"2"
"1523",15614,"1",27,"1","2","1","5","1",1800,"1","1","2","1","3","1",3200,"1","1","1",200,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","7","1","1","AS","3","1","3","1","2","1","1","2","1","2","2","1","1","2","6","8","2","Riberalta","59",0.260073042862152,"4"
"1524",15615,"1",55,"1","2","2","9","1",2700,"1","1","2","1","3","1",1200,"1","1","1",100,"4","1","1","1","1","1","1","1","1","1","1","1","6","6","1","2","2","1","CP","2","2","2","1","2","1","2","2","2","2","1","1","2","2","6","8","2","Riberalta","59",0.260073042862152,"1"
"1525",15616,"1",20,"1","2","2","9","1",1100,"1","2","2","2","3","1",750,"1","1","2",120,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","AS","1","2","2","1","2","1","2","2","2","2","2","1","1","2","8","8","2","Riberalta","59",0.260073042862152,"1"
"1526",15617,"1",16,"1","2","1","2","1",1700,"1","1","2","1","3","1",1000,"1","1","1",150,"5","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","ES","2","1","2","1","1","1","2","2","1","2","1","1","2","2","4","8","2","Riberalta","59",0.260073042862152,"2"
"1527",15618,"1",38,"1","2","2","9","1",1100,"1","2","2","1","3","1",600,"1","1","1",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","CP","2","2","2","1","2","1","2","2","2","2","1","1","1","2","5","8","2","Riberalta","59",0.260073042862152,"2"
"1528",15619,"1",25,"1","2","1","1","1",1600,"1","1","2","2","2","1",100,"1","1","3",130,"3","1","3","1","1","1","1","1","1","1","1","1","6","5","2","6","1","1","ES","6","1","3","2","2","1","2","2","2","2","2","1","2","2","4","8","2","Riberalta","59",0.260073042862152,"2"
"1529",15620,"1",42,"1","2","2","9","1",1000,"1","1","2","1","3","1",800,"1","1","2",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","NP","2","2","2","2","2","1","1","2","2","2","1","1","2","2","4","8","2","Riberalta","59",0.260073042862152,"2"
"1530",15621,"1",42,"1","2","1","6","1",4500,"1","1","2","1","3","1",2200,"1","1","2",200,"4","1","1","1","1","1","1","1","1","1","1","1","6","6","1","7","2","1","AS","7","1","4","2","2","1","1","1","1","2","2","1","1","2","5","8","2","Riberalta","59",0.260073042862152,"4"
"1531",15622,"1",18,"1","2","1","4","1",2800,"1","1","2","1","2","1",1200,"1","1","1",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","ES","3","1","3","1","2","2","2","2","2","2","2","1","1","2","5","8","2","Riberalta","59",0.260073042862152,"3"
"1532",15623,"1",43,"1","2","2","9","1",800,"1","1","2","1","3","1",1300,"1","1","1",120,"4","1","1","1","1","1","1","1","1","1","1","1","6","6","2","6","2","1","CP","3","2","2","2","2","1","2","2","2","2","1","1","1","2","7","8","2","Riberalta","59",0.260073042862152,"2"
"1533",15624,"1",22,"1","2","1","4","1",2600,"1","1","2","1","2","1",1500,"1","1","2",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","1","1","ES","3","1","3","1","2","2","2","2","2","2","2","1","1","2","4","8","2","Riberalta","59",0.260073042862152,"3"
"1534",15625,"1",30,"1","2","1","6","1",1400,"1","1","2","2","2","1",800,"1","1","1",150,"3","1","3","1","1","1","1","1","1","1","1","1","6","5","2","6","2","1","CP","6","1","3","2","2","1","2","2","2","2","2","1","1","2","8","8","2","Riberalta","59",0.260073042862152,"3"
"1535",15627,"1",38,"1","2","2","9","1",1100,"1","1","2","1","3","1",1000,"1","1","1",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","NP","2","2","2","2","2","1","1","2","2","2","1","1","1","2","4","8","2","Riberalta","59",0.260073042862152,"2"
"1536",15628,"1",51,"1","2","2","9","1",2700,"4","2","1","1","3","1",1300,"1","1","2",80,"5","1","1","3","1","1","3","5","4","6","5","4","5","5","2","3","2","1","AC","4","1","3","1","1","1","2","2","2","1","1","2","2","2","4","8","1","Trinidad","83",0.282388815907517,"2"
"1537",15634,"1",14,"1","2","1","9","1",1800,"1","1","2","1","2","1",1100,"1","1","1",30,"4","1","6","1","1","1","3","1","1","1","3","2","1","6","1","2","1","1","ES","7","1","4","1","1","1","2","2","1","2","1","1","1","2","5","8","1","Trinidad","83",0.282388815907517,"3"
"1538",15702,"1",42,"1","1","1","7","1",2500,"1","1","2","1","1","1",1600,"1","2","2",150,"5","1","1","1","1","1","1","1","1","2","2","1","1","1","1","7","2","1","AS","7","1","3","1","1","1","1","1","1","1","1","2","1","2","3","2","1","Sucre","78",0.33448039965043,"5"
"1539",15709,"1",52,"1","1","2","8","1",3000,"1","2","2","1","3","1",1700,"1","1","2",40,"4","1","1","1","1","1","5","3","3","3","1","1","7","5","1","4","2","1","NP","4","5","2","1","1","1","1","2","1","2","2","2","2","2","5","2","1","Sucre","78",0.33448039965043,"3"
"1540",15711,"1",50,"1","2","1","9","1",2800,"1","2","2","1","3","1",500,"1","1","2",40,"4","3","1","1","1","1","3","1","7","7","7","7","7","7","1","4","2","1","CP","4","1","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","Sucre","78",0.33448039965043,"3"
"1541",15713,"1",18,"1","2","2","8","1",2400,"1","2","2","1","3","1",700,"1","1","1",50,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","ES","4","1","2","1","1","1","1","2","1","2","2","1","2","2","6","2","1","Sucre","78",0.33448039965043,"3"
"1542",15714,"1",42,"1","1","2","8","1",2500,"1","2","2","1","3","1",450,"1","1","2",80,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","2","1","AS","7","1","2","1","1","1","1","2","2","1","2","1","2","2","3","2","1","Sucre","78",0.33448039965043,"3"
"1543",15716,"1",48,"1","2","1","8","1",1800,"1","2","2","1","3","1",700,"1","1","2",40,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","2","1","AS","6","1","2","1","1","1","1","2","1","2","2","1","2","2","3","2","1","Sucre","78",0.33448039965043,"3"
"1544",15726,"1",38,"1","1","1","1","1",4800,"1","1","1","2","2","1",1350,"1","1","2",260,"4","1","1","1","1","1","1","1","7","7","7","7","7","6","1","8","2","1","AS","8","1","8","1","1","1","1","1","1","1","1","2","1","2","5","2","1","Sucre","78",0.33448039965043,"5"
"1545",15727,"1",50,"1","2","1","7","1",5200,"1","2","2","2","3","1",980,"1","1","2",200,"3","1","1","1","1","1","1","1","7","7","7","7","7","6","2","2","1","1","NP","1","1","4","1","1","1","1","1","1","1","1","2","2","2","5","2","1","Sucre","78",0.33448039965043,"3"
"1546",15750,"1",34,"1","2","2","9","1",2500,"1","2","2","2","3","1",860,"1","1","1",180,"4","1","1","1","5","1","3","1","1","1","1","1","1","1","2","6","2","1","NP","5","1","4","1","1","1","2","2","2","2","2","1","2","2","6","2","1","Sucre","78",0.33448039965043,"2"
"1547",15752,"1",32,"1","1","1","6","1",3500,"1","1","2","1","2","1",2100,"1","1","2",100,"5","1","5","5","5","5","3","5","5","1","1","5","5","6","1","7","2","1","AS","7","1","2","1","1","1","1","2","1","2","2","2","2","2","4","2","1","Sucre","78",0.33448039965043,"3"
"1548",15758,"1",25,"1","1","1","7","1",2000,"2","1","2","2","2","1",1000,"1","1","3",50,"5","1","1","6","6","6","6","6","1","3","3","3","3","6","1","7","1","1","NP","8","1","4","1","1","1","1","1","1","2","1","4","2","1","5","2","1","Sucre","78",0.33448039965043,"5"
"1549",15762,"1",27,"1","1","1","4","1",7000,"1","1","2","1","1","1",1400,"1","1","1",40,"4","1","6","6","5","1","5","5","5","1","1","3","3","6","2","7","1","1","PI","7","1","7","1","1","1","1","1","1","1","1","2","2","2","2","2","1","Sucre","78",0.33448039965043,"5"
"1550",15766,"1",19,"1","2","2","9","1",2200,"1","2","2","2","3","1",400,"1","1","2",30,"5","1","8","8","8","1","8","6","7","7","7","7","7","7","1","2","1","1","CP","2","1","1","1","1","1","2","1","2","2","2","1","2","2","3","2","1","Sucre","78",0.33448039965043,"2"
"1551",15770,"1",20,"1","2","1","9","1",450,"2","2","2","2","3","1",700,"1","1","2",20,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","ES","1","1","1","1","1","1","2","2","1","2","2","1","2","2","2","2","1","Sucre","78",0.33448039965043,"2"
"1552",15771,"1",62,"1","1","1","3","1",3000,"2","1","2","1","1","1",800,"1","1","2",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","2","1","RJ","7","5","1","1","1","1","1","1","1","2","1","4","2","2","4","2","1","Sucre","78",0.33448039965043,"4"
"1553",15798,"1",45,"1","2","2","8","1",2100,"4","1","2","2","3","1",600,"1","1","3",100,"3","1","4","4","4","6","4","4","4","4","4","4","4","6","2","7","1","1","CP","7","2","2","1","1","1","2","1","2","2","2","1","2","2","4","2","1","Sucre","78",0.33448039965043,"2"
"1554",15802,"1",51,"1","2","1","9","1",2800,"1","2","2","1","3","1",400,"1","1","2",20,"4","3","1","1","1","1","3","1","7","7","7","7","7","7","1","4","2","1","CP","4","1","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","Sucre","78",0.33448039965043,"3"
"1555",16219,"1",19,"1","2","2","9","1",880,"1","1","2","1","3","1",1500,"1","1","2",200,"3","1","1","6","7","5","1","2","1","3","5","5","6","1","2","3","1","1","ES","3","1","3","1","2","1","2","2","2","2","1","1","2","2","4","2","2","Camargo","9",0.308048089777484,"2"
"1556",16239,"1",46,"1","2","2","9","1",880,"1","1","2","1","3","1",1350,"1","1","2",180,"3","1","2","5","6","7","5","2","1","3","2","5","6","6","2","3","2","3","CP","3","1","2","1","2","1","2","2","2","2","1","1","2","2","3","2","3","La Plateada","34",0.378045732280008,"1"
"1557",16241,"1",17,"1","2","2","9","1",1000,"1","1","2","1","3","1",800,"2","1","2",30,"3","1","1","6","1","1","1","1","1","1","1","2","1","2","2","2","1","1","ES","1","5","1","1","2","1","2","2","2","2","1","3","2","2","8","2","3","Los Sotos","37",0.378045732280008,"1"
"1558",16247,"1",29,"1","2","2","9","1",800,"4","1","2","1","3","1",700,"1","1","2",100,"3","1","1","6","6","1","6","1","1","2","1","2","1","1","2","2","2","1","AC","3","2","2","1","2","1","2","2","2","2","1","2","2","2","3","2","3","Vivicha","94",0.378045732280008,"2"
"1559",16249,"1",45,"1","2","2","9","1",800,"1","2","2","1","3","1",600,"1","1","2",50,"3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","2","CP","3","1","2","1","2","1","2","2","2","2","1","1","2","2","6","2","3","Vivicha","94",0.378045732280008,"1"
"1560",16250,"1",48,"1","2","2","9","1",1000,"1","1","2","1","3","1",500,"1","1","2",40,"3","1","1","1","1","1","1","1","1","2","2","2","1","1","2","3","2","1","CP","3","1","1","1","2","1","2","2","2","2","1","1","1","2","4","2","3","Vivicha","94",0.378045732280008,"2"
"1561",16252,"1",15,"1","2","2","9","1",1000,"1","2","2","1","3","1",2300,"1","2","2",50,"3","1","1","1","1","7","7","1","2","2","1","1","1","2","1","2","1","1","ES","1","1","2","1","2","1","2","2","2","2","1","1","2","2","5","2","3","Los Sotos","37",0.378045732280008,"1"
"1562",16255,"1",25,"1","2","2","9","1",1800,"1","1","2","1","3","1",1900,"1","1","2",80,"4","2","6","1","6","7","1","1","1","1","1","1","1","1","1","3","1","1","CP","1","1","2","1","2","1","2","2","2","2","2","1","2","2","4","2","3","Vivicha","94",0.378045732280008,"1"
"1563",16256,"1",29,"1","2","2","9","1",900,"1","1","2","1","3","1",900,"1","1","2",60,"4","1","1","6","6","7","1","1","1","2","2","2","2","2","1","6","2","1","AS","6","1","2","1","2","1","2","2","1","2","2","1","2","2","5","2","3","Los Sotos","37",0.378045732280008,"2"
"1564",16257,"1",36,"1","2","2","9","1",800,"1","1","2","1","3","1",1400,"1","1","2",90,"4","1","1","1","1","1","1","6","1","1","1","2","1","2","1","3","2","1","CP","1","1","2","1","2","1","2","2","2","2","1","1","2","2","4","2","3","Vivicha","94",0.378045732280008,"1"
"1565",16258,"1",37,"1","2","2","9","1",2100,"1","1","2","1","3","1",400,"1","1","2",80,"4","1","1","6","6","7","1","1","1","1","1","1","1","1","1","7","1","1","PI","1","1","1","1","2","1","2","2","2","2","1","1","2","2","1","2","3","Vivicha","94",0.378045732280008,"1"
"1566",16259,"1",43,"1","2","2","9","1",2500,"1","2","1","1","3","1",1900,"1","1","1",200,"4","2","1","6","6","7","6","1","1","1","1","1","1","1","1","7","2","1","PI","3","1","2","1","1","1","2","2","2","2","1","1","2","2","4","2","3","Los Sotos","37",0.378045732280008,"1"
"1567",17211,"1",48,"1","2","2","9","1",650,"1","1","2","2","3","1",2500,"3","2","3",70,"5","1","1","1","1","1","1","6","2","2","1","3","1","1","2","5","1","1","AS","5","2","1","1","2","1","2","2","2","2","1","1","2","2","9","9","1","Cobija","16",0.0531862002935249,"1"
"1568",17212,"1",15,"1","2","2","9","1",6000,"3","1","2","1","3","1",1000,"8","1","2",100,"5","1","3","3","3","3","3","2","4","2","1","3","4","2","1","2","1","1","ES","2","2","1","1","2","1","1","2","2","2","2","6","2","2","5","9","1","Cobija","16",0.0531862002935249,"3"
"1569",17213,"1",18,"1","2","2","9","1",7000,"1","1","2","1","3","1",700,"2","1","2",70,"5","1","2","2","2","2","2","4","1","2","4","1","1","3","2","3","2","1","AS","3","1","1","1","2","1","1","1","2","2","1","0","2","2","3","9","1","Cobija","16",0.0531862002935249,"3"
"1570",17215,"1",30,"1","2","1","3","1",500,"1","1","2","2","3","1",1000,"1","1","2",120,"5","1","1","1","1","1","1","1","1","4","2","1","2","4","2","2","2","1","AS","2","5","3","1","2","1","2","2","2","2","1","0","2","2","4","9","1","Cobija","16",0.0531862002935249,"2"
"1571",17216,"1",25,"1","2","2","9","1",1800,"2","1","2","1","3","1",2000,"2","3","2",80,"5","4","1","1","1","1","1","1","6","3","1","6","3","6","2","6","2","1","AC","6","3","2","1","2","1","2","2","2","2","2","6","2","2","3","9","1","Cobija","16",0.0531862002935249,"2"
"1572",17217,"1",45,"1","2","1","3","1",1900,"1","1","2","1","2","1",750,"1","1","2",100,"4","1","6","6","6","6","6","1","4","3","2","4","4","4","1","2","2","1","NP","2","1","4","1","2","1","2","2","2","2","1","0","2","2","8","9","1","Cobija","16",0.0531862002935249,"2"
"1573",17218,"1",20,"1","2","2","9","1",2500,"1","1","2","2","3","1",1000,"1","1","2",50,"4","1","1","1","1","1","1","4","4","4","1","3","4","1","2","6","1","1","ES","6","2","2","1","2","1","1","2","2","2","1","0","2","2","5","9","1","Cobija","16",0.0531862002935249,"2"
"1574",17219,"1",36,"1","2","2","9","1",4000,"1","1","2","1","3","1",1500,"8","1","2",300,"4","1","4","4","4","4","4","4","4","1","4","4","3","1","1","8","2","1","AS","8","1","4","1","1","1","1","2","2","2","2","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1575",17223,"1",33,"1","2","1","7","1",1700,"4","1","2","1","3","1",2300,"1","1","2",50,"3","1","1","5","5","5","5","5","1","1","1","7","7","7","2","6","1","1","AS","6","1","2","1","1","1","2","2","2","1","1","1","2","2","3","9","1","Cobija","16",0.0531862002935249,"2"
"1576",17225,"1",33,"1","2","1","7","1",5500,"2","1","2","2","1","1",700,"1","1","2",100,"4","1","6","5","5","5","5","5","1","1","1","1","5","5","1","7","2","1","NP","7","1","4","1","1","1","1","1","1","2","1","1","1","2","5","9","1","Cobija","16",0.0531862002935249,"5"
"1577",17226,"1",22,"1","2","1","8","1",1200,"1","2","2","1","3","1",450,"1","1","2",20,"5","1","1","5","5","1","6","1","1","1","1","2","1","6","1","3","2","1","CP","3","1","4","2","2","1","1","2","2","2","2","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1578",17230,"1",36,"1","2","2","9","1",2500,"4","1","2","2","3","1",700,"1","1","2",80,"5","1","1","1","1","1","1","1","1","1","1","1","5","6","1","4","2","1","AS","4","2","2","1","1","1","2","2","2","2","1","1","2","2","6","9","1","Cobija","16",0.0531862002935249,"1"
"1579",17231,"1",22,"1","2","2","9","1",4000,"1","1","2","2","3","1",1700,"1","1","2",120,"5","1","1","1","6","6","1","1","1","1","1","1","5","6","1","6","1","1","ES","6","1","3","1","1","1","1","1","2","2","1","2","2","2","6","9","1","Cobija","16",0.0531862002935249,"3"
"1580",17232,"1",30,"1","2","1","4","1",4800,"4","1","2","1","1","1",2800,"1","2","2",100,"4","1","1","1","1","1","1","1","1","1","1","1","1","2","1","4","2","1","AS","4","1","2","1","1","1","1","1","2","2","1","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1581",17233,"1",18,"1","2","2","9","1",2000,"1","1","2","1","3","1",800,"1","1","2",200,"5","1","5","5","5","6","1","5","5","1","1","6","1","1","1","3","1","1","ES","3","2","2","1","2","1","1","2","2","2","2","2","2","2","5","9","1","Cobija","16",0.0531862002935249,"2"
"1582",17235,"1",27,"1","2","2","9","1",4200,"1","1","2","2","3","1",1500,"1","1","2",80,"5","1","1","1","5","6","3","1","1","1","1","1","1","6","2","4","1","1","AS","4","2","2","1","1","1","2","1","1","1","1","1","2","2","2","9","1","Cobija","16",0.0531862002935249,"2"
"1583",17236,"1",42,"1","2","2","9","1",1200,"1","2","2","2","3","1",600,"1","1","2",30,"5","1","1","1","5","6","1","1","1","1","1","1","1","6","2","4","2","1","AS","4","1","2","1","1","1","1","1","2","2","1","2","2","2","7","9","1","Cobija","16",0.0531862002935249,"3"
"1584",17238,"1",29,"1","2","2","9","1",2500,"1","1","2","2","3","1",800,"1","1","1",40,"4","1","1","1","1","6","6","1","1","1","1","1","1","6","2","4","2","1","AS","4","1","3","1","1","1","1","1","1","1","1","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1585",17244,"1",38,"1","2","2","2","1",2000,"1","2","2","1","3","1",500,"1","1","2",50,"4","1","1","6","1","6","6","6","1","1","1","6","1","6","1","3","2","1","NP","2","1","2","1","2","1","2","2","2","2","2","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"1"
"1586",17247,"1",21,"1","2","1","5","1",2000,"1","1","2","1","3","1",300,"1","1","2",300,"2","1","1","1","1","6","6","1","6","3","1","2","3","5","2","3","1","1","NP","3","1","3","1","2","1","2","2","2","2","2","1","2","2","5","9","1","Cobija","16",0.0531862002935249,"2"
"1587",17248,"1",20,"1","2","2","9","1",4000,"1","1","2","1","3","1",499,"1","1","1",100,"4","1","1","6","1","1","6","1","1","1","1","1","1","1","2","2","1","1","AC","3","2","2","1","1","1","1","2","2","2","2","1","2","2","5","9","1","Cobija","16",0.0531862002935249,"2"
"1588",17249,"1",24,"1","2","2","9","1",1200,"1","1","2","1","3","1",700,"1","1","1",150,"4","1","1","6","1","6","6","6","1","1","1","5","1","6","1","1","1","1","NP","2","1","1","1","2","1","2","2","2","2","1","1","2","2","3","9","1","Cobija","16",0.0531862002935249,"1"
"1589",17251,"1",38,"1","2","2","9","1",1000,"2","1","2","1","3","1",1800,"1","1","2",60,"4","1","1","1","1","1","1","1","4","1","1","4","3","7","1","4","2","1","AS","4","1","1","1","2","1","2","2","2","2","1","1","2","2","4","9","1","Cobija","16",0.0531862002935249,"1"
"1590",17252,"1",29,"1","2","2","9","1",600,"1","1","2","1","3","1",600,"8","1","1",30,"3","1","5","5","5","5","5","1","3","1","4","2","1","7","2","3","2","1","NP","3","2","2","1","1","2","1","2","2","2","1","1","2","2","7","9","1","Cobija","16",0.0531862002935249,"2"
"1591",17268,"1",26,"1","1","1","5","1",3000,"1","1","2","2","3","1",1600,"1","1","2",100,"5","1","6","1","4","1","1","6","1","1","1","1","1","6","2","6","1","1","AS","7","1","3","1","1","1","1","2","2","2","1","2","2","2","5","9","1","Cobija","16",0.0531862002935249,"3"
"1592",17274,"1",36,"1","1","1","8","1",2700,"1","1","2","2","1","1",2000,"1","1","1",100,"3","1","1","1","4","1","1","1","2","2","1","2","1","6","2","7","2","1","AS","7","1","4","1","1","1","2","1","1","1","1","2","1","2","5","9","1","Cobija","16",0.0531862002935249,"4"
"1593",17275,"1",23,"1","2","1","3","1",2500,"1","1","2","2","3","1",1800,"1","1","2",150,"5","1","1","1","1","1","1","6","1","1","1","1","1","6","1","6","1","1","AS","6","1","3","1","1","1","1","2","2","2","1","2","2","2","3","9","1","Cobija","16",0.0531862002935249,"3"
"1594",17288,"1",49,"1","2","2","9","1",1000,"1","1","2","1","3","1",900,"1","1","2",150,"5","1","1","1","2","3","1","1","1","1","1","2","3","3","1","1","4","1","SB","1","1","1","1","2","1","2","2","2","2","1","1","2","2","2","9","1","Cobija","16",0.0531862002935249,"1"
"1595",17298,"1",41,"1","2","2","9","1",1800,"1","1","1","2","3","1",1200,"1","2","2",100,"2","1","3","1","2","1","1","1","1","1","7","7","7","7","2","3","1","1","NP","4","1","1","1","1","1","1","1","1","2","2","1","1","2","6","9","1","Cobija","16",0.0531862002935249,"3"
"1596",17299,"1",55,"1","2","2","9","1",1800,"1","1","1","2","3","1",1200,"1","2","1",100,"3","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","1","1","AS","4","1","1","1","1","1","1","1","1","2","1","1","1","2","5","9","1","Cobija","16",0.0531862002935249,"3"
"1597",17300,"1",20,"1","2","2","9","1",500,"1","1","1","1","3","1",800,"1","3","2",50,"3","1","1","1","1","6","6","6","6","6","6","1","1","1","2","4","1","1","ES","3","4","2","1","1","1","1","2","2","1","2","1","1","2","3","9","1","Cobija","16",0.0531862002935249,"3"
"1598",17301,"1",50,"1","1","1","8","1",2500,"1","1","1","1","1","1",1800,"1","2","1",50,"5","1","7","7","3","1","2","6","6","1","1","2","2","2","1","7","2","1","PI","4","1","2","1","1","1","1","1","1","1","1","2","1","2","3","9","1","Cobija","16",0.0531862002935249,"4"
"1599",17302,"1",23,"1","2","2","9","1",1100,"1","2","2","1","3","1",700,"1","3","2",150,"3","1","1","6","1","3","1","6","6","6","1","1","1","1","1","4","1","1","ES","3","1","1","1","1","1","1","2","2","1","2","1","1","2","3","9","1","Cobija","16",0.0531862002935249,"3"
"1600",17303,"1",46,"1","1","1","8","1",2500,"1","1","1","1","1","1",1200,"1","1","1",60,"4","1","1","6","6","6","3","6","6","6","6","6","6","6","2","7","2","1","PI","4","1","1","1","1","1","1","1","2","1","1","1","1","2","3","9","1","Cobija","16",0.0531862002935249,"3"
"1601",17304,"1",30,"1","2","2","9","1",2300,"1","2","2","2","3","1",1300,"1","3","1",100,"5","1","1","1","1","2","1","1","1","2","3","6","5","1","2","3","1","1","NP","4","1","1","1","1","1","1","2","2","2","1","2","1","2","4","9","1","Cobija","16",0.0531862002935249,"3"
"1602",17305,"1",18,"1","2","2","9","1",1800,"1","1","1","2","3","1",1000,"1","2","1",120,"3","1","1","2","3","1","1","1","1","1","1","1","1","1","1","3","1","1","ES","3","4","2","1","1","1","1","1","1","2","2","1","1","2","6","9","1","Cobija","16",0.0531862002935249,"3"
